,Rating,Artist,Album,Date,,,,,,,,
2397,7,Firewater,Songs We Should Have Written,11/30/2003,,,,,,,,
2398,7.7,Explosions in the Sky,The Earth Is Not a Cold Dead Place,11/30/2003,,,,,,,,
2399,6.6,David Dondero,The Transient,11/30/2003,,,,,,,,
2400,6.9,Rufus Wainwright,Want One,11/20/2003,,,,,,,,
2401,7.6,Viva Voce,"Lovers, Lead the Way!",12/1/2003,,,,,,,,
2402,7.3,Flim,Holiday Diary,12/1/2003,,,,,,,,
2403,4.1,Dead Prez / Sticky Fingaz,Turn Off the Radio Mixtape Vol. 2: Get Free or Die Tryin',12/1/2003,,,,,,,,
2404,6.7,The Impossible Shapes,Bless the Headless / We Like It Wild,12/1/2003,,,,,,,,
2405,6.8,Scout Niblett,I Am,11/30/2003,,,,,,,,
2406,3.4,Sparrow,Sparrow,12/2/2003,,,,,,,,
2407,0.2,Shat,The Cunt Chronicles,12/2/2003,,,,,,,,
2408,5.1,Beth Orton,Pass in Time: The Definitive Collection,12/2/2003,,,,,,,,
2409,8.5,Guided By Voices,"Hardcore UFO's: Revelations, Epiphanies and Fast Food in the Western Hemisphere",12/2/2003,,,,,,,,
2410,8,Various Artists,600% Dynamite,12/2/2003,,,,,,,,
2411,7.8,Tetuzi Akiyama,Don't Forget to Boogie,12/4/2003,,,,,,,,
2412,8.3,Franz Ferdinand,Darts of Pleasure EP,12/4/2003,,,,,,,,
2413,7.8,Tyondai Braxton / Parts & Labor,"Rise, Rise, Rise",12/3/2003,,,,,,,,
2414,8.5,Missy Elliott,This Is Not a Test,12/3/2003,,,,,,,,
2415,8.2,The Dirtbombs,Dangerous Magical Noise,12/3/2003,,,,,,,,
2416,8.7,Various Artists,Mutant Disco,12/7/2003,,,,,,,,
2417,5.6,Req,Car Paint Scheme,12/4/2003,,,,,,,,
2418,9,Mu,Afro Finger and Gel,12/4/2003,,,,,,,,
2419,8,Diverse,One A.M.,12/4/2003,,,,,,,,
2420,7.1,Various Artists,The Amos House Collection III,12/4/2003,,,,,,,,
2421,7.8,Cedric Im Brooks,Cedric Im Brooks & The Light of Saba,12/8/2003,,,,,,,,
2422,8.3,Chris Brokaw,Wandering as Water,12/8/2003,,,,,,,,
2423,8.2,Pete Rock,Lost and Found: Hip-Hop Underground Soul Classics,12/7/2003,,,,,,,,
2424,7.3,National Eye,The Meter Glows,12/7/2003,,,,,,,,
2425,6,Frenemies,Friendship,12/7/2003,,,,,,,,
2426,6,Coldplay,Live 2003,12/9/2003,,,,,,,,
2427,10,Television / Adventure,Marquee Moon / Adventure,12/9/2003,,,,,,,,
2428,6.9,Joe Strummer / The Mescaleros,Streetcore,12/8/2003,,,,,,,,
2429,8.4,Elephant Man,Good 2 Go,12/8/2003,,,,,,,,
2430,8,Richard Chartier,Archival 1991,12/8/2003,,,,,,,,
2431,7.5,Egg,Don't Postpone Joy,1/4/2004,,,,,,,,
2432,8,Can,Can DVD,1/4/2004,,,,,,,,
2433,7.5,Okkervil River,Down the River of Golden Dreams,12/9/2003,,,,,,,,
2434,7.5,Various Artists,Convexed,12/9/2003,,,,,,,,
2435,8,Various Artists,DFA Records Presents: Compilation #1,12/9/2003,,,,,,,,
2436,8.5,Dirty Projectors,The Glad Fact,1/5/2004,,,,,,,,
2437,8.5,Captain Beefheart,I'm Going to Do What I Wanna Do: Live at My Father's Place 1978,1/5/2004,,,,,,,,
2438,7.9,Mars,The Complete Studio Recordings: NYC 1977-1978,1/4/2004,,,,,,,,
2439,3.1,Ben Lee,"Hey You, Yes You",1/4/2004,,,,,,,,
2440,6.8,B. Fleischmann,Welcome Tourist,1/4/2004,,,,,,,,
2441,7.2,Lot Six,Major Fables,1/6/2004,,,,,,,,
2442,8,The Distillers,Coral Fang,1/6/2004,,,,,,,,
2443,8.4,Colleen,Everyone Alive Wants Answers,1/6/2004,,,,,,,,
2444,6.3,Spokane,Measurement,1/5/2004,,,,,,,,
2445,6.5,Kelis,Tasty,1/5/2004,,,,,,,,
2446,8.2,Khanate,Things Viral,1/7/2004,,,,,,,,
2447,8.2,Jim Guthrie,"Now, More Than Ever",1/7/2004,,,,,,,,
2448,3.1,Ryan Adams,"Love Is Hell, Pts. 1 & 2",1/7/2004,,,,,,,,
2449,2,Brassy,Gettin' Wise,1/7/2004,,,,,,,,
2450,8.6,Bruce Springsteen,The Essential Bruce Springsteen,1/6/2004,,,,,,,,
2451,8.3,Mileece,Formations,1/8/2004,,,,,,,,
2452,8.5,Anton Fier,Dreamspeed/Blind Light (1992-1994),1/8/2004,,,,,,,,
2453,7.3,Apparat,Duplex,1/8/2004,,,,,,,,
2454,7.3,Autechre / Hafler Trio,ae\xc2\xb3o & h\xc2\xb3ae,1/8/2004,,,,,,,,
2455,7.6,Mark Lanegan,Here Comes That Weird Chill,1/7/2004,,,,,,,,
2456,7.8,Various Artists,"Spire: Organ Works Past, Present & Future",1/11/2004,,,,,,,,
2457,7,The Capitol Years,Pussyfootin',1/11/2004,,,,,,,,
2458,7.7,Chicken Lips,DJ Kicks,1/11/2004,,,,,,,,
2459,8.3,Thuja,All Strange Beasts of the Past,1/8/2004,,,,,,,,
2460,7,Pedal Steel Transmission,The Angel of the Squared Circle,1/8/2004,,,,,,,,
2461,7.4,Schlammpeitziger,Everything Without All Inclusive,1/12/2004,,,,,,,,
2462,7.3,Oranger,Shutdown the Sun,1/12/2004,,,,,,,,
2463,6.1,Husbands,Introducing the Sounds of The Husbands,1/12/2004,,,,,,,,
2464,7.9,EZ T,Goodbye Little Doll,1/11/2004,,,,,,,,
2465,7.8,Elbow,Cast of Thousands,1/11/2004,,,,,,,,
2466,7.5,L.A. Carnival,Pose a Question,1/13/2004,,,,,,,,
2467,8.4,Califone,Heron King Blues,1/13/2004,,,,,,,,
2468,6.8,M83,Run into Flowers EP / 0078h EP,1/13/2004,,,,,,,,
2469,8.2,Philip Jeck,7,1/13/2004,,,,,,,,
2470,9.5,Scott Walker,5 Easy Pieces,1/12/2004,,,,,,,,
2471,5.7,Isobel Campbell,Amorino,1/14/2004,,,,,,,,
2472,7.2,Caural,Blurred July EP,1/14/2004,,,,,,,,
2473,7.2,Bluegrazer,The Bluegrazer Album,1/14/2004,,,,,,,,
2474,7.6,Iven Schmidt,Track: Array,1/13/2004,,,,,,,,
2475,6.1,The Pearlfishers,Sky Meadows,1/13/2004,,,,,,,,
2476,7.8,Millennium,Pieces,1/15/2004,,,,,,,,
2477,7.2,Stephin Merritt,Pieces of April,1/15/2004,,,,,,,,
2478,6.9,Her Space Holiday,The Young Machines,1/15/2004,,,,,,,,
2479,7.7,Twilight Singers,Blackberry Belle,1/14/2004,,,,,,,,
2480,5.2,Martin Rev,To Live,1/14/2004,,,,,,,,
2481,6.9,Jason Molina,Pyramid Electric Co.,1/19/2004,,,,,,,,
2482,7.7,Absolute Grey,Greenhouse: 20th Anniversary Edition,1/19/2004,,,,,,,,
2483,5.2,Ben Folds Five,Sunny 16 EP / Speed Graphic EP,1/19/2004,,,,,,,,
2484,7.6,Stereolab,Margerine Eclipse,1/15/2004,,,,,,,,
2485,7.8,Oneida,Secret Wars,1/15/2004,,,,,,,,
2486,7.9,John Vanderslice,Cellar Door,1/20/2004,,,,,,,,
2487,7.6,Music A.M.,A Heart & Two Stars,1/20/2004,,,,,,,,
2488,8,Movietone,The Sand and the Stars,1/20/2004,,,,,,,,
2489,8,Camera Obscura,Underachievers Please Try Harder,1/20/2004,,,,,,,,
2490,6.8,Sunroof!,Cloudz,1/19/2004,,,,,,,,
2491,7.6,Head of Femur,Ringodom or Proctor,1/21/2004,,,,,,,,
2492,7.9,The Fall,The Real New Fall L.P. (Formerly 'Country on the Click'),1/21/2004,,,,,,,,
2493,3.9,Dub Narcotic,Degenerate Introduction,1/21/2004,,,,,,,,
2494,5.8,Bobby Conn / The Glass Gypsies,The Homeland,1/21/2004,,,,,,,,
2495,6.3,Wannadies,Before & After,1/20/2004,,,,,,,,
2496,8.8,Remarc,Sound Murderer,1/22/2004,,,,,,,,
2497,8,June Panic,Hope You Fail Better,1/22/2004,,,,,,,,
2498,5.8,Joy Division,Refractured,1/22/2004,,,,,,,,
2499,8.4,Jackie-O Motherfucker,Wow! / The Magick Fire Music,1/22/2004,,,,,,,,
2500,8.4,The Homosexuals,The Homosexuals' CD,1/21/2004,,,,,,,,
2501,7.5,Einst\xc3\xbcrzende Neubauten,Perpetuum Mobile,1/25/2004,,,,,,,,
2502,8.3,Air,Talkie Walkie,1/25/2004,,,,,,,,
2503,7.5,Flamin' Groovies,Sneakers EP / The Rockfield Sessions,1/25/2004,,,,,,,,
2504,7.1,Jack White / Alison Krauss,Cold Mountain,1/25/2004,,,,,,,,
2505,4,Statistics,Leave Your Name,1/22/2004,,,,,,,,
2506,7.3,Jack Nitzsche,Three Piece Suite,1/26/2004,,,,,,,,
2507,6.6,The Notwist,Different Cars and Trains EP,1/26/2004,,,,,,,,
2508,6.8,Hella,The Devil Isn't Red,1/26/2004,,,,,,,,
2509,8.3,Erik Friedlander,Maldoror,1/26/2004,,,,,,,,
2510,6.9,Dani Siciliano,Likes...,1/25/2004,,,,,,,,
2511,8.6,28th Day,The Complete Recordings,1/27/2004,,,,,,,,
2512,7.6,Poster Children,No More Songs About Sleep and Fire,1/27/2004,,,,,,,,
2513,7.3,Phantom Planet,Phantom Planet,1/27/2004,,,,,,,,
2514,4.8,Adventure Time,Dreams of Water Themes,1/27/2004,,,,,,,,
2515,5.8,OOIOO,Kila Kila Kila,1/26/2004,,,,,,,,
2516,5,UNKLE,Never Never Land,1/28/2004,,,,,,,,
2517,7,Mekons,Punk Rock,1/28/2004,,,,,,,,
2518,8.7,Ghost,Hypnotic Underworld,1/28/2004,,,,,,,,
2519,7.8,Eleventh Dream Day,Prairie School Freakout,1/28/2004,,,,,,,,
2520,1.3,Daft Punk,Daft Club,1/28/2004,,,,,,,,
2521,6.8,Raekwon,The Lex Diamond Story,1/29/2004,,,,,,,,
2522,7.9,Nathan Michel,Dear Bicycle,1/29/2004,,,,,,,,
2523,7.6,Asheru & Blue Black,48 Months,1/29/2004,,,,,,,,
2524,7.9,Papa M,Single Three EP / Single Four EP,1/29/2004,,,,,,,,
2525,5.8,Amon D\xc3\xbc\xc3\xbcl,Para Diesw\xc3\xa4rts D\xc3\xbc\xc3\xbcl,1/29/2004,,,,,,,,
2526,6.9,Savath y Savalas,Apropa't,2/1/2004,,,,,,,,
2527,8.9,Arthur Russell,The World of Arthur Russell,2/1/2004,,,,,,,,
2528,8.7,Various Artists,Amplify 2002,2/1/2004,,,,,,,,
2529,6.1,An Albatross,We Are the Lazer Viking,2/1/2004,,,,,,,,
2530,6.9,Sloan,Action Pact,1/29/2004,,,,,,,,
2531,6.9,The Mountain Goats,We Shall All Be Healed,2/2/2004,,,,,,,,
2532,7.6,Mice Parade,Obrigado Saudade,2/2/2004,,,,,,,,
2533,6,The High Llamas,Beet Maize & Corn,2/2/2004,,,,,,,,
2534,7,The Frames,Set List,2/2/2004,,,,,,,,
2535,7.4,Shalabi Effect,Pink Abyss,2/1/2004,,,,,,,,
2536,7.3,Tussle,Don't Stop EP,2/3/2004,,,,,,,,
2537,9.4,Various Artists,Dusk at Cubist Castle,2/3/2004,,,,,,,,
2538,7.1,Sami Koivikko,Salmiakki,2/3/2004,,,,,,,,
2539,6,Doves,Lost Sides,2/3/2004,,,,,,,,
2540,7.5,Zoot Woman,Zoot Woman,2/2/2004,,,,,,,,
2541,9.3,Current 93,Thunder Perfect Mind,2/5/2004,,,,,,,,
2542,6.7,Paul Westerberg / Grandpaboy,Come Feel Me Tremble / Dead Man Shake,2/5/2004,,,,,,,,
2543,9.2,The Walkmen,Bows and Arrows,2/5/2004,,,,,,,,
2544,7.3,Triosk Meets Jan Jelinek,1+3+1,2/5/2004,,,,,,,,
2545,7.7,Ween,All Request Live,2/3/2004,,,,,,,,
2546,8,My Favorite,The Happiest Days of Our Lives,2/8/2004,,,,,,,,
2547,7.8,All Night Radio,Spirit Stereo Frequency,2/8/2004,,,,,,,,
2548,5.1,Auteurs,Das Capital: The Songwriting Genius of Luke Haines & The Auteurs,2/8/2004,,,,,,,,
2549,8.1,Yes,The Yes Album / Fragile / Close to the Edge / Tales from Topographic Oceans / Relayer / Going for the One / Tormato / Drama / 90125,2/8/2004,,,,,,,,
2550,7.4,The Minus 5,"I Don't Know Who I Am: Let the War Against Music Begin, Vol. 2",2/5/2004,,,,,,,,
2551,7.3,Matthew Sweet,Kimi Ga Suki,2/9/2004,,,,,,,,
2552,7.6,Aero,Rises and Falls,2/9/2004,,,,,,,,
2553,9.3,The Red Krayola,The Parable of Arable Land / God Bless The Red Krayola and All Who Sail with It,2/9/2004,,,,,,,,
2554,6.4,Twista,Kamikaze,2/9/2004,,,,,,,,
2555,7.3,Relict,Tomorrow Is Again,2/8/2004,,,,,,,,
2556,7.4,Evergreen,Evergreen,2/10/2004,,,,,,,,
2557,10,Various Artists,No Thanks!: The 70s Punk Rebellion,2/10/2004,,,,,,,,
2558,3,Bottle Rockets,Blue Sky,2/10/2004,,,,,,,,
2559,8.4,Resplendent,Wings Beneath the Sills/Casket City Wolves,2/10/2004,,,,,,,,
2560,8,Klezmatics,Rise Up!,2/10/2004,,,,,,,,
2561,6.9,Melvin Van Peebles,What the... You Mean I Can't Sing?,2/11/2004,,,,,,,,
2562,8.2,Stars Like Fleas,Sun Lights Down on the Fence,2/11/2004,,,,,,,,
2563,9.4,Harry Nilsson,Nilsson Schmilsson,2/11/2004,,,,,,,,
2564,4,Courtney Love,America's Sweetheart,2/11/2004,,,,,,,,
2565,7.4,Dead Raven Choir,"Wine, Women and Wolves",2/11/2004,,,,,,,,
2566,8,90 Day Men,Panda Park,2/12/2004,,,,,,,,
2567,8.4,Espers,Espers,2/12/2004,,,,,,,,
2568,6,!!! / Out Hud,Split EP,2/12/2004,,,,,,,,
2569,7.8,cLOUDDEAD,Ten,2/12/2004,,,,,,,,
2570,5.3,Ogurusu Norihide,Modern,2/12/2004,,,,,,,,
2571,7,Probot,Probot,2/15/2004,,,,,,,,
2572,7.4,Lambchop,Aw C'mon / No You C'mon,2/15/2004,,,,,,,,
2573,7.2,K.M.D.,The Best of K.M.D.,2/15/2004,,,,,,,,
2574,8,Daft Punk / Leiji Matsumoto,Interstella 5555: The 5tory of the 5ecret 5tar 5ystem,2/15/2004,,,,,,,,
2575,5.6,Challenger,Give People What They Want in Lethal Doses,2/15/2004,,,,,,,,
2576,9,Xiu Xiu,Fabulous Muscles,2/17/2004,,,,,,,,
2577,5.9,Gift of Gab,4th Dimensional Rocketships Going Up,2/16/2004,,,,,,,,
2578,8,The Elected,Me First,2/16/2004,,,,,,,,
2579,7.8,Ekkehard Ehlers / Joseph Suchy / Franz Hautzinger,Soundchambers,2/16/2004,,,,,,,,
2580,7.7,Danger Mouse,The Grey Album,2/16/2004,,,,,,,,
2581,7.8,Tobias Thomas,Smallville,2/17/2004,,,,,,,,
2582,7.9,Arthur Russell,Calling Out of Context,2/17/2004,,,,,,,,
2583,2.5,Bravehearts,Bravehearted,2/17/2004,,,,,,,,
2584,7,Paul Burch,Fool for Love,2/17/2004,,,,,,,,
2585,7.5,Broken Social Scene,Feel Good Lost,2/17/2004,,,,,,,,
2586,6.9,20 Miles,Life Doesn't Rhyme,2/18/2004,,,,,,,,
2587,7.9,Tape,Milieu,2/18/2004,,,,,,,,
2588,5.1,Isan,Meet Next Life,2/18/2004,,,,,,,,
2589,9.8,Funkadelic,Motor City Madness: The Ultimate Funkadelic Compilation,2/18/2004,,,,,,,,
2590,8.2,The Cansecos,The Cansecos,2/18/2004,,,,,,,,
2591,8.2,Kanye West,The College Dropout,2/20/2004,,,,,,,,
2592,5,Valley of the Giants,Westworld,2/19/2004,,,,,,,,
2593,7.4,Henry Flynt / The Insurrections,I Don't Wanna,2/19/2004,,,,,,,,
2594,8.2,The Dresden Dolls,Dresden Dolls,2/19/2004,,,,,,,,
2595,7.6,Various Artists,The Rough Guide to African Rap,2/19/2004,,,,,,,,
2596,7.3,Mountaineers,Messy Century,2/22/2004,,,,,,,,
2597,5.8,Rob Mazurek,Sweet and Vicious Like Frankenstein,2/22/2004,,,,,,,,
2598,5.9,Fant\xc3\xb4mas,Del\xc3\xacrivm Cord\xc3\xaca,2/22/2004,,,,,,,,
2599,7.3,Chromeo,She's in Control,2/22/2004,,,,,,,,
2600,6.9,The Autumn Defense,Circles,2/22/2004,,,,,,,,
2601,5.5,"Volcano, I'm Still Excited!!","Volcano, I'm Still Excited!!",2/23/2004,,,,,,,,
2602,7.8,Susanna and the Magical Orchestra,List of Lights and Buoys,2/23/2004,,,,,,,,
2603,6.3,Manic Street Preachers,Lipstick Traces: A Secret History of Manic Street Preachers,2/23/2004,,,,,,,,
2604,6.3,Liars,They Were Wrong So We Drowned,2/23/2004,,,,,,,,
2605,7.6,+/-,You Are Here,2/23/2004,,,,,,,,
2606,8.2,The Anomoanon,Portrait of Entwistle EP,2/26/2004,,,,,,,,
2607,6.1,The Microphones,Live in Japan,2/26/2004,,,,,,,,
2608,7.3,I Love You But I've Chosen Darkness,I Love You But I've Chosen Darkness EP,2/25/2004,,,,,,,,
2609,6.3,Del Tha Funkee Homosapien,The Best of Del tha Funkee Homosapien: The Elektra Years: B-Boy Handbook,2/25/2004,,,,,,,,
2610,7.8,Chromatics,Plaster Hounds,2/25/2004,,,,,,,,
2611,6.7,The Coral,Magic & Medicine / Nightfreak and the Sons of Becker,2/29/2004,,,,,,,,
2612,6.4,Biz Markie,Weekend Warrior,2/26/2004,,,,,,,,
2613,7.8,Sondre Lerche,Two Way Monologue,2/26/2004,,,,,,,,
2614,6.6,DJ Koze,All People Is My Friends,2/26/2004,,,,,,,,
2615,7.8,Greg Davis,Curling Pond Woods,2/26/2004,,,,,,,,
2616,7.5,Electrelane,The Power Out,3/1/2004,,,,,,,,
2617,7.9,Squarepusher,Ultravisitor,2/29/2004,,,,,,,,
2618,7.6,Papa M,Hole of Burning Alms,2/29/2004,,,,,,,,
2619,9.7,Ennio Morricone,Mondo Morricone: The Trilogy,2/29/2004,,,,,,,,
2620,6.8,The Cure,Join the Dots: B-Sides and Rarities 1978-2001: The Fiction Years,2/29/2004,,,,,,,,
2621,8.2,Echo and the Bunnymen,Crocodiles / Heaven Up Here / Porcupine / Ocean Rain / Echo & The Bunnymen,3/2/2004,,,,,,,,
2622,5.9,Martina Topley-Bird,Quixotic,3/1/2004,,,,,,,,
2623,5,Preston School of Industry,Monsoon,3/1/2004,,,,,,,,
2624,8,Will Oldham,Seafarers Music EP,3/1/2004,,,,,,,,
2625,8.2,B.J. Nilsen,"Live at Konzerthaus, Vienna 06_12_03",3/1/2004,,,,,,,,
2626,6,Trans Am,Liberation,3/3/2004,,,,,,,,
2627,5.4,Sophia,People Are Like Seasons,3/2/2004,,,,,,,,
2628,7.3,Sia,Colour the Small One,3/2/2004,,,,,,,,
2629,5.7,Beauty Pill,The Unsustainable Lifestyle,3/2/2004,,,,,,,,
2630,3.2,Damon Albarn,Democrazy,3/2/2004,,,,,,,,
2631,8.3,Cee-Lo Green,Cee-Lo Green Is the Soul Machine,3/4/2004,,,,,,,,
2632,7.9,The Von Bondies,Pawn Shoppe Heart,3/3/2004,,,,,,,,
2633,7.9,PAS/CAL,"Oh Honey, We're Ridiculous EP",3/3/2004,,,,,,,,
2634,7.4,Norfolk & Western,Dusk in Cold Parlours,3/3/2004,,,,,,,,
2635,7.5,Kevin Blechdom,Bitches Without Britches,3/3/2004,,,,,,,,
2636,5.4,Numbers,In My Mind All the Time,3/7/2004,,,,,,,,
2637,8.2,Mils,Le Grand Pic Mou,3/7/2004,,,,,,,,
2638,5.3,Vaz,Dying to Meet You,3/4/2004,,,,,,,,
2639,7.5,Kill Me Tomorrow,The Garbageman and the Prostitute,3/4/2004,,,,,,,,
2640,7.7,The Decemberists,The Tain EP,3/4/2004,,,,,,,,
2641,7.7,Michael Johnson,Nonsense Goes Mudslide,3/8/2004,,,,,,,,
2642,9.1,Franz Ferdinand,Franz Ferdinand,3/8/2004,,,,,,,,
2643,7.8,TV on the Radio,"Desperate Youth, Blood Thirsty Babes",3/7/2004,,,,,,,,
2644,7.1,Sankofa,The Rosetta Stone,3/7/2004,,,,,,,,
2645,7.2,Parts & Labor,Groundswell,3/7/2004,,,,,,,,
2646,8,Loop Orchestra,Not Overtly Orchestral,3/9/2004,,,,,,,,
2647,7.6,Deerhoof,Milk Man,3/9/2004,,,,,,,,
2648,3.9,Willard Grant Conspiracy,Regard the End,3/8/2004,,,,,,,,
2649,6.3,Telefon Tel Aviv,Map of What Is Effortless,3/8/2004,,,,,,,,
2650,6.9,Shout Out Louds,Howl Howl Gaff Gaff,3/8/2004,,,,,,,,
2651,7.4,The Necks,Drive By,3/10/2004,,,,,,,,
2652,6.9,CocoRosie,La Maison de Mon Reve,3/10/2004,,,,,,,,
2653,7.9,Various Artists,One Perfect Day,3/9/2004,,,,,,,,
2654,6.8,Regina Spektor,Soviet Kitsch,3/9/2004,,,,,,,,
2655,7.3,Mindflayer,It's Always 1999,3/9/2004,,,,,,,,
2656,8,Dios,Dios,3/11/2004,,,,,,,,
2657,8.8,Ornette Coleman,Ornette!,3/11/2004,,,,,,,,
2658,9,Antena,Camino del Sol,3/11/2004,,,,,,,,
2659,7.9,Candi Staton,Candi Staton,3/10/2004,,,,,,,,
2660,8.3,Scissor Sisters,Scissor Sisters,3/10/2004,,,,,,,,
2661,6.1,Knifehandchop,Rockstopper,3/14/2004,,,,,,,,
2662,8.8,Brian Eno,Neroli,3/14/2004,,,,,,,,
2663,8.6,Destroyer,Your Blues,3/14/2004,,,,,,,,
2664,7.7,Laura Veirs,Carbon Glacier,3/11/2004,,,,,,,,
2665,5.5,Sigur R\xc3\xb3s,Ba Ba Ti Ki Di Do EP,3/11/2004,,,,,,,,
2666,8.1,Murs,Murs 3:16 - The 9th Edition,3/15/2004,,,,,,,,
2667,7.3,Los Halos,Leaving VA,3/15/2004,,,,,,,,
2668,8.3,Vijay Iyer / Mike Ladd,In What Language?,3/15/2004,,,,,,,,
2669,7,Elizabeth Anka Vajagic,Stand with the Stillness of This Day,3/14/2004,,,,,,,,
2670,7.3,Madrugada,Grit,3/14/2004,,,,,,,,
2671,9.5,Various Artists,"Goodbye, Babylon",3/16/2004,,,,,,,,
2672,8.4,Devendra Banhart,Rejoicing in the Hands,3/16/2004,,,,,,,,
2673,7.8,Ian Matthews,Valley-Hi / Some Days You Eat the Bear and Some Days the Bear Eats You,3/16/2004,,,,,,,,
2674,8.1,Sufjan Stevens,Seven Swans,3/16/2004,,,,,,,,
2675,1.9,Mission of Burma,Accomplished: The Best of Mission of Burma,3/15/2004,,,,,,,,
2676,8,Tatsuya Yoshida / Satoko Fujii,Erans,3/17/2004,,,,,,,,
2677,8,Joanna Newsom,The Milk-Eyed Mender,3/17/2004,,,,,,,,
2678,7.1,King Creosote,Kenny & Beth's Musakal Boat Rides,3/17/2004,,,,,,,,
2679,6.2,Abstrackt Keal Agram,Cluster Ville,3/17/2004,,,,,,,,
2680,7.8,Deadbeat,"Something Borrowed, Something Blue",3/16/2004,,,,,,,,
2681,3.7,The Smiths,Romantic and Square Is Hip and Aware: A Matinee Tribute to The Smiths,3/21/2004,,,,,,,,
2682,8,On!Air!Library!,On!Air!Library!,3/21/2004,,,,,,,,
2683,6,Eyedea & Abilities,E&A,3/21/2004,,,,,,,,
2684,7.7,Cerberus Shoal,Bastion of Itchy Preeves,3/21/2004,,,,,,,,
2685,5.6,Broken Social Scene,Beehives,3/21/2004,,,,,,,,
2686,5,"Bonnie ""Prince"" Billy",Greatest Palace Music,3/23/2004,,,,,,,,
2687,3.9,Guns N' Roses,Greatest Hits,3/23/2004,,,,,,,,
2688,7.8,Brad Mehldau,Anything Goes,3/22/2004,,,,,,,,
2689,9,Art Bears,Art Box,3/22/2004,,,,,,,,
2690,5.5,Ativin,Night Mute,3/22/2004,,,,,,,,
2691,5.9,Westside Connection,Terrorist Threats,3/23/2004,,,,,,,,
2692,8.2,No. 9,Mushi No-ne,3/23/2004,,,,,,,,
2693,7.6,Lucero,That Much Further West,3/23/2004,,,,,,,,
2694,5.1,Laika,Wherever I Am I Am What Is Missing,3/23/2004,,,,,,,,
2695,7.8,The Black Heart Procession / Solbakken,In the Fishtank 11,3/23/2004,,,,,,,,
2696,9.4,Madvillain,Madvillainy,3/25/2004,,,,,,,,
2697,4.6,Wesley Willis,"Greatest Hits, Vol. 3",3/24/2004,,,,,,,,
2698,8,The Hold Steady,Almost Killed Me,3/24/2004,,,,,,,,
2699,5.6,The Bad Plus,Give,3/24/2004,,,,,,,,
2700,7.3,Piano Magic,The Troubled Sleep of Piano Magic / Saint Marie EP,3/24/2004,,,,,,,,
2701,7.3,Skyphone,Fabula,3/25/2004,,,,,,,,
2702,3.1,N.E.R.D.,Fly or Die,3/25/2004,,,,,,,,
2703,9.3,Discordance Axis,Jouhou,3/25/2004,,,,,,,,
2704,6.9,Descendents,'Merican EP,3/25/2004,,,,,,,,
2705,7.3,Baby Blak,Once You Go Blak,3/25/2004,,,,,,,,
2706,3.4,Sluta Leta,Semi Peterson,3/28/2004,,,,,,,,
2707,8.6,Iron & Wine,Our Endless Numbered Days,3/28/2004,,,,,,,,
2708,6.9,Ill Lit,I Need You,3/28/2004,,,,,,,,
2709,7.4,Desert Sessions,Desert Sessions 9 & 10,3/28/2004,,,,,,,,
2710,7.5,Calexico,Convict Pool EP,3/28/2004,,,,,,,,
2711,8.5,The Wind-Up Bird,Whips,3/29/2004,,,,,,,,
2712,7.6,John Cale / Nico / Lou Reed,Bataclan 72,3/29/2004,,,,,,,,
2713,5,Modest Mouse,The Moon & Antarctica [Expanded Edition],3/29/2004,,,,,,,,
2714,7.2,Kinky,Atlas,3/29/2004,,,,,,,,
2715,6.7,Grant Lee Buffalo,Storm Hymnal: Gems from the Vault of Grant Lee Buffalo,3/29/2004,,,,,,,,
2716,8.2,Trapist,Ballroom,3/30/2004,,,,,,,,
2717,2.3,Jawbreaker,Dear You [Expanded Edition],3/30/2004,,,,,,,,
2718,7,Goodie Mob,Dirty South Classics,3/30/2004,,,,,,,,
2719,10,James Brown,Live at the Apollo [Expanded Edition],3/30/2004,,,,,,,,
2720,7.9,Azeem / Variable Unit,Mayhem Mystics,3/30/2004,,,,,,,,
2721,7.2,VCR,VCR EP,3/31/2004,,,,,,,,
2722,8.6,Fennesz,Venice,3/31/2004,,,,,,,,
2723,6.9,Chicks on Speed,99 Cents,3/31/2004,,,,,,,,
2724,8.2,Cex,Maryland Mansions,3/31/2004,,,,,,,,
2725,6.7,Blanche,If We Can't Trust the Doctors,3/31/2004,,,,,,,,
2726,6.5,John Cale,HoboSapiens,4/4/2004,,,,,,,,
2727,6.5,Shannon Wright,Over the Sun,4/1/2004,,,,,,,,
2728,6.7,Snow Patrol,Final Straw,4/1/2004,,,,,,,,
2729,8.4,Black Forest/Black Sea,Forcefields and Constellations,4/1/2004,,,,,,,,
2730,7.6,David Byrne,Grown Backwards,4/1/2004,,,,,,,,
2731,7.8,The Church,Forget Yourself,4/5/2004,,,,,,,,
2732,7.5,Skywave,Synthstatic,4/4/2004,,,,,,,,
2733,7.9,Skeletons,Life and the Afterbirth,4/4/2004,,,,,,,,
2734,4,Radiohead,Com Lag EP,4/4/2004,,,,,,,,
2735,6.9,The Delgados,Domestiques,4/4/2004,,,,,,,,
2736,7.9,Black Dice,Miles of Smiles EP,4/6/2004,,,,,,,,
2737,4.1,Young Gunz,Tough Luv,4/5/2004,,,,,,,,
2738,8.1,The One AM Radio,A Name Writ in Water,4/5/2004,,,,,,,,
2739,6.3,Nellie McKay,Get Away from Me,4/5/2004,,,,,,,,
